EpidateDT,CaseCNT,RollingNBR,CumulativeCNT,UpdateDT,ReportDT
2022-06-17,20,15.14285714,205,Data as of 09/14/2022,2022-09-20
2022-06-18,16,15.71428571,221,Data as of 09/14/2022,2022-09-20
2022-06-19,15,16.57142857,236,Data as of 09/14/2022,2022-09-20
2022-06-20,13,16.57142857,249,Data as of 09/14/2022,2022-09-20
2022-06-21,17,16.28571429,266,Data as of 09/14/2022,2022-09-20
2022-06-22,22,16.85714286,288,Data as of 09/14/2022,2022-09-20
2022-06-23,34,19.57142857,322,Data as of 09/14/2022,2022-09-20
2022-06-24,36,21.85714286,358,Data as of 09/14/2022,2022-09-20
2022-06-25,28,23.57142857,386,Data as of 09/14/2022,2022-09-20
2022-06-26,19,24.14285714,405,Data as of 09/14/2022,2022-09-20
2022-06-27,58,30.57142857,463,Data as of 09/14/2022,2022-09-20
2022-06-28,59,36.57142857,522,Data as of 09/14/2022,2022-09-20
2022-06-29,62,42.28571429,584,Data as of 09/14/2022,2022-09-20
2022-06-30,69,47.28571429,653,Data as of 09/14/2022,2022-09-20
2022-07-01,60,50.71428571,713,Data as of 09/14/2022,2022-09-20
2022-07-02,46,53.28571429,759,Data as of 09/14/2022,2022-09-20
2022-07-03,47,57.28571429,806,Data as of 09/14/2022,2022-09-20
2022-07-04,43,55.14285714,849,Data as of 09/14/2022,2022-09-20
2022-07-05,90,59.57142857,939,Data as of 09/14/2022,2022-09-20
2022-07-06,84,62.71428571,1023,Data as of 09/14/2022,2022-09-20
2022-07-07,83,64.71428571,1106,Data as of 09/14/2022,2022-09-20
2022-07-08,122,73.57142857,1228,Data as of 09/14/2022,2022-09-20
2022-07-09,70,77,1298,Data as of 09/14/2022,2022-09-20
2022-07-10,55,78.14285714,1353,Data as of 09/14/2022,2022-09-20
2022-07-11,186,98.57142857,1539,Data as of 09/14/2022,2022-09-20
2022-07-12,180,111.4285714,1719,Data as of 09/14/2022,2022-09-20
2022-07-13,182,125.4285714,1901,Data as of 09/14/2022,2022-09-20
2022-07-14,201,142.2857143,2102,Data as of 09/14/2022,2022-09-20
2022-07-15,233,158.1428571,2335,Data as of 09/14/2022,2022-09-20
2022-07-16,126,166.1428571,2461,Data as of 09/14/2022,2022-09-20
2022-07-17,69,168.1428571,2530,Data as of 09/14/2022,2022-09-20
2022-07-18,286,182.4285714,2816,Data as of 09/14/2022,2022-09-20
2022-07-19,265,194.5714286,3081,Data as of 09/14/2022,2022-09-20
2022-07-20,288,209.7142857,3369,Data as of 09/14/2022,2022-09-20
2022-07-21,241,215.4285714,3610,Data as of 09/14/2022,2022-09-20
2022-07-22,346,231.5714286,3956,Data as of 09/14/2022,2022-09-20
2022-07-23,167,237.4285714,4123,Data as of 09/14/2022,2022-09-20
2022-07-24,86,239.8571429,4209,Data as of 09/14/2022,2022-09-20
2022-07-25,520,273.2857143,4729,Data as of 09/14/2022,2022-09-20
2022-07-26,365,287.5714286,5094,Data as of 09/14/2022,2022-09-20
2022-07-27,466,313,5560,Data as of 09/14/2022,2022-09-20
2022-07-28,329,325.5714286,5889,Data as of 09/14/2022,2022-09-20
2022-07-29,403,333.7142857,6292,Data as of 09/14/2022,2022-09-20
2022-07-30,205,339.1428571,6497,Data as of 09/14/2022,2022-09-20
2022-07-31,137,346.4285714,6634,Data as of 09/14/2022,2022-09-20
2022-08-01,607,358.8571429,7241,Data as of 09/14/2022,2022-09-20
2022-08-02,437,369.1428571,7678,Data as of 09/14/2022,2022-09-20
2022-08-03,510,375.4285714,8188,Data as of 09/14/2022,2022-09-20
2022-08-04,534,404.7142857,8722,Data as of 09/14/2022,2022-09-20
2022-08-05,454,412,9176,Data as of 09/14/2022,2022-09-20
2022-08-06,164,406.1428571,9340,Data as of 09/14/2022,2022-09-20
2022-08-07,146,407.4285714,9486,Data as of 09/14/2022,2022-09-20
2022-08-08,783,432.5714286,10269,Data as of 09/14/2022,2022-09-20
2022-08-09,498,441.2857143,10767,Data as of 09/14/2022,2022-09-20
2022-08-10,649,461.1428571,11416,Data as of 09/14/2022,2022-09-20
2022-08-11,399,441.8571429,11815,Data as of 09/14/2022,2022-09-20
2022-08-12,490,447,12305,Data as of 09/14/2022,2022-09-20
2022-08-13,210,453.5714286,12515,Data as of 09/14/2022,2022-09-20
2022-08-14,151,454.2857143,12666,Data as of 09/14/2022,2022-09-20
2022-08-15,789,455.1428571,13455,Data as of 09/14/2022,2022-09-20
2022-08-16,390,439.7142857,13845,Data as of 09/14/2022,2022-09-20
2022-08-17,484,416.1428571,14329,Data as of 09/14/2022,2022-09-20
2022-08-18,419,419,14748,Data as of 09/14/2022,2022-09-20
2022-08-19,416,408.4285714,15164,Data as of 09/14/2022,2022-09-20
2022-08-20,152,400.1428571,15316,Data as of 09/14/2022,2022-09-20
2022-08-21,99,392.7142857,15415,Data as of 09/14/2022,2022-09-20
2022-08-22,923,411.8571429,16338,Data as of 09/14/2022,2022-09-20
2022-08-23,636,447,16974,Data as of 09/14/2022,2022-09-20
2022-08-24,349,427.7142857,17323,Data as of 09/14/2022,2022-09-20
2022-08-25,466,434.4285714,17789,Data as of 09/14/2022,2022-09-20
2022-08-26,331,422.2857143,18120,Data as of 09/14/2022,2022-09-20
2022-08-27,90,413.4285714,18210,Data as of 09/14/2022,2022-09-20
2022-08-28,47,406,18257,Data as of 09/14/2022,2022-09-20
2022-08-29,560,354.1428571,18817,Data as of 09/14/2022,2022-09-20
2022-08-30,412,322.1428571,19229,Data as of 09/14/2022,2022-09-20
2022-08-31,252,308.2857143,19481,Data as of 09/14/2022,2022-09-20
2022-09-01,576,324,20057,Data as of 09/14/2022,2022-09-20
2022-09-02,375,330.2857143,20432,Data as of 09/14/2022,2022-09-20
2022-09-03,49,324.4285714,20481,Data as of 09/14/2022,2022-09-20
2022-09-04,25,321.2857143,20506,Data as of 09/14/2022,2022-09-20
2022-09-05,29,245.4285714,20535,Data as of 09/14/2022,2022-09-20
2022-09-06,742,292.5714286,21277,Data as of 09/14/2022,2022-09-20
2022-09-07,273,295.5714286,21550,Data as of 09/14/2022,2022-09-20
2022-09-08,291,254.8571429,21841,Data as of 09/14/2022,2022-09-20
2022-09-09,248,236.7142857,22089,Data as of 09/14/2022,2022-09-20
2022-09-10,29,233.8571429,22118,Data as of 09/14/2022,2022-09-20
2022-09-11,26,234,22144,Data as of 09/14/2022,2022-09-20
2022-09-12,301,272.8571429,22445,Data as of 09/14/2022,2022-09-20
2022-09-13,218,198,22663,Data as of 09/14/2022,2022-09-20
2022-09-14,78,170.1428571,22741,Data as of 09/14/2022,2022-09-20
