EpidateDT,CaseCNT,RollingNBR,CumulativeCNT,UpdateDT,ReportDT
2022-07-04,163,120.4285714,1737,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-05,184,133.8571429,1921,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-06,179,148.2857143,2100,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-07,184,158.1428571,2284,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-08,244,173.2857143,2528,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-09,192,182.5714286,2720,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-10,221,195.2857143,2941,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-11,347,221.5714286,3288,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-12,237,229.1428571,3525,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-13,277,243.1428571,3802,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-14,304,260.2857143,4106,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-15,353,275.8571429,4459,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-16,256,285,4715,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-17,250,289.1428571,4965,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-18,412,298.4285714,5377,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-19,326,311.1428571,5703,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-20,370,324.4285714,6073,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-21,335,328.8571429,6408,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-22,355,329.1428571,6763,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-23,307,336.4285714,7070,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-24,327,347.4285714,7397,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-25,518,362.5714286,7915,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-26,406,374,8321,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-27,464,387.4285714,8785,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-28,438,402.1428571,9223,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-29,459,417,9682,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-30,371,426.1428571,10053,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-07-31,359,430.7142857,10412,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-01,641,448.2857143,11053,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-02,475,458.1428571,11528,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-03,448,455.8571429,11976,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-04,446,457,12422,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-05,488,461.1428571,12910,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-06,386,463.2857143,13296,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-07,351,462.1428571,13647,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-08,507,443,14154,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-09,415,434.4285714,14569,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-10,471,437.7142857,15040,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-11,409,432.4285714,15449,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-12,402,420.1428571,15851,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-13,355,415.7142857,16206,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-14,312,410.1428571,16518,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-15,476,405.7142857,16994,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-16,328,393.2857143,17322,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-17,341,374.7142857,17663,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-18,405,374.1428571,18068,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-19,400,373.8571429,18468,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-20,343,372.1428571,18811,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-21,276,367,19087,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-22,351,349.1428571,19438,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-23,360,353.7142857,19798,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-24,306,348.7142857,20104,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-25,317,336.1428571,20421,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-26,321,324.8571429,20742,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-27,237,309.7142857,20979,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-28,237,304.1428571,21216,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-29,311,298.4285714,21527,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-30,268,285.2857143,21795,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-08-31,226,273.8571429,22021,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-01,342,277.4285714,22363,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-02,280,271.5714286,22643,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-03,194,265.4285714,22837,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-04,162,254.7142857,22999,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-05,236,244,23235,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-06,275,245,23510,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-07,230,245.5714286,23740,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-08,239,230.8571429,23979,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-09,213,221.2857143,24192,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-10,172,218.1428571,24364,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-11,107,210.2857143,24471,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-12,243,211.2857143,24714,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-13,192,199.4285714,24906,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-14,178,192,25084,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-15,183,184,25267,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-16,175,178.5714286,25442,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-17,136,173.4285714,25578,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-18,119,175.1428571,25697,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-19,136,159.8571429,25833,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-20,168,156.4285714,26001,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-21,136,150.4285714,26137,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-22,149,145.5714286,26286,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-23,116,137.1428571,26402,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-24,86,130,26488,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-25,85,125.1428571,26573,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-26,144,126.2857143,26717,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-27,108,117.7142857,26825,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-28,100,112.5714286,26925,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-29,111,107.1428571,27036,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-09-30,104,105.4285714,27140,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-01,84,105.1428571,27224,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-02,62,101.8571429,27286,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-03,90,94.14285714,27376,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-04,87,91.14285714,27463,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-05,87,89.28571429,27550,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-06,108,88.85714286,27658,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-07,87,86.42857143,27745,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-08,55,82.28571429,27800,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-09,72,83.71428571,27872,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-10,81,82.42857143,27953,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-11,67,79.57142857,28020,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-12,69,77,28089,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-13,68,71.28571429,28157,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-14,68,68.57142857,28225,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-15,47,67.42857143,28272,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-16,45,63.57142857,28317,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-17,61,60.71428571,28378,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-18,55,59,28433,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-19,44,55.42857143,28477,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-20,62,54.57142857,28539,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-21,55,52.71428571,28594,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-22,36,51.14285714,28630,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-23,27,48.57142857,28657,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-24,52,47.28571429,28709,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-25,44,45.71428571,28753,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-26,50,46.57142857,28803,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-27,50,44.85714286,28853,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-28,40,42.71428571,28893,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-29,28,41.57142857,28921,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-30,27,41.57142857,28948,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-10-31,44,40.42857143,28992,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-01,38,39.57142857,29030,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-02,39,38,29069,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-03,38,36.28571429,29107,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-04,32,35.14285714,29139,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-05,31,35.57142857,29170,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-06,29,35.85714286,29199,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-07,42,35.57142857,29241,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-08,26,33.85714286,29267,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-09,31,32.71428571,29298,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-10,28,31.28571429,29326,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-11,32,31.28571429,29358,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-12,16,29.14285714,29374,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-13,22,28.14285714,29396,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-14,37,27.42857143,29433,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-15,18,26.28571429,29451,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-16,22,25,29473,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-17,13,22.85714286,29486,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-18,31,22.71428571,29517,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-19,19,23.14285714,29536,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-20,19,22.71428571,29555,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-21,24,20.85714286,29579,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-22,18,20.85714286,29597,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-23,18,20.28571429,29615,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-24,17,20.85714286,29632,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-25,13,18.28571429,29645,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-26,15,17.71428571,29660,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-27,9,16.28571429,29669,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-28,21,15.85714286,29690,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-29,16,15.57142857,29706,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-11-30,14,15,29720,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-01,21,15.57142857,29741,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-02,16,16,29757,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-03,7,14.85714286,29764,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-04,11,15.14285714,29775,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-05,23,15.42857143,29798,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-06,10,14.57142857,29808,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-07,13,14.42857143,29821,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-08,16,13.71428571,29837,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-09,12,13.14285714,29849,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-10,12,13.85714286,29861,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-11,7,13.28571429,29868,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-12,14,12,29882,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-13,10,12,29892,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-14,14,12.14285714,29906,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-15,16,12.14285714,29922,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-16,17,12.85714286,29939,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-17,8,12.28571429,29947,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-18,8,12.42857143,29955,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-19,15,12.57142857,29970,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-20,12,12.85714286,29982,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-21,2,11.14285714,29984,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-22,9,10.14285714,29993,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-23,10,9.142857143,30003,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-24,5,8.714285714,30008,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-25,8,8.714285714,30016,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-26,7,7.571428571,30023,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-27,3,6.285714286,30026,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-28,6,6.857142857,30032,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-29,3,6,30035,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-30,7,5.571428571,30042,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2022-12-31,5,5.571428571,30047,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-01,11,6,30058,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-02,2,5.285714286,30060,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-03,9,6.142857143,30069,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-04,3,5.714285714,30072,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-05,9,6.571428571,30081,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-06,6,6.428571429,30087,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-07,5,6.428571429,30092,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-08,8,6,30100,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-09,7,6.714285714,30107,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-10,10,6.857142857,30117,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-11,6,7.285714286,30123,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
