EpidateDT,CaseCNT,RollingNBR,CumulativeCNT,UpdateDT,ReportDT
2023-01-12,8,7.142857143,30131,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-13,7,7.285714286,30138,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-14,6,7.428571429,30144,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-15,5,7,30149,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-16,4,6.571428571,30153,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-17,2,5.428571429,30155,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-18,3,5,30158,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-19,3,4.285714286,30161,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-20,14,5.285714286,30175,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-21,5,5.142857143,30180,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-22,4,5,30184,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-23,3,4.857142857,30187,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-24,5,5.285714286,30192,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-25,7,5.857142857,30199,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-26,5,6.142857143,30204,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-27,4,4.714285714,30208,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-28,4,4.571428571,30212,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-29,2,4.285714286,30214,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-30,3,4.285714286,30217,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-01-31,6,4.428571429,30223,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-01,4,4,30227,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-02,7,4.285714286,30234,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-03,3,4.142857143,30237,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-04,4,4.142857143,30241,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-05,1,4,30242,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-06,1,3.714285714,30243,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-07,2,3.142857143,30245,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-08,4,3.142857143,30249,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-09,2,2.428571429,30251,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-10,4,2.571428571,30255,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-11,1,2.142857143,30256,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-12,1,2.142857143,30257,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-13,1,2.142857143,30258,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-14,1,2,30259,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-15,2,1.714285714,30261,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-16,2,1.714285714,30263,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-17,2,1.428571429,30265,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-18,2,1.571428571,30267,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-19,1,1.571428571,30268,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-20,1,1.571428571,30269,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-21,0,1.428571429,30269,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-22,2,1.428571429,30271,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-23,3,1.571428571,30274,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-24,1,1.428571429,30275,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-25,1,1.285714286,30276,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-26,4,1.714285714,30280,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-27,0,1.571428571,30280,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-02-28,3,2,30283,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-01,4,2.285714286,30287,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-02,1,2,30288,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-03,0,1.857142857,30288,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-04,5,2.428571429,30293,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-05,2,2.142857143,30295,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-06,0,2.142857143,30295,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-07,1,1.857142857,30296,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-08,2,1.571428571,30298,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-09,2,1.714285714,30300,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-10,4,2.285714286,30304,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-11,3,2,30307,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-12,0,1.714285714,30307,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-13,4,2.285714286,30311,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-14,1,2.285714286,30312,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-15,1,2.142857143,30313,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-16,1,2,30314,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-17,1,1.571428571,30315,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-18,0,1.142857143,30315,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-19,0,1.142857143,30315,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-20,0,0.571428571,30315,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-21,1,0.571428571,30316,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-22,0,0.428571429,30316,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-23,1,0.428571429,30317,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-24,6,1.142857143,30323,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-25,1,1.285714286,30324,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-26,2,1.571428571,30326,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-27,0,1.571428571,30326,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-28,0,1.428571429,30326,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-29,1,1.571428571,30327,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-30,9,2.714285714,30336,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-03-31,0,1.857142857,30336,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-01,1,1.857142857,30337,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-02,0,1.571428571,30337,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-03,1,1.714285714,30338,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-04,0,1.714285714,30338,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-05,1,1.714285714,30339,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-06,4,1,30343,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-07,0,1,30343,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-08,1,1,30344,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-09,0,1,30344,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-10,0,0.857142857,30344,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-11,0,0.857142857,30344,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
2023-04-12,0,0.714285714,30344,Data as Reported to CDC as of 12 Apr 2023 2:00 PM EDT,2023-04-20
