EpidateDT,CaseCNT,RollingNBR,CumulativeCNT,UpdateDT,ReportDT
2022-05-27,4,2.428571463,40,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-05-28,0,2.285714388,40,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-05-29,6,3,46,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-05-30,8,3.714285612,54,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-05-31,5,3.857142925,59,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-01,9,4.857142925,68,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-02,13,6.428571224,81,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-03,7,6.857142925,88,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-04,5,7.571428776,93,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-05,6,7.571428776,99,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-06,20,9.285714149,119,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-07,19,11.28571415,138,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-08,12,11.71428585,150,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-09,6,10.71428585,156,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-10,24,13.14285755,180,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-11,11,14,191,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-12,27,17,218,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-13,25,17.7142849,243,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-14,26,18.7142849,269,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-15,33,21.7142849,302,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-16,26,24.5714283,328,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-17,33,25.8571434,361,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-18,27,28.1428566,388,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-19,36,29.4285717,424,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-20,41,31.7142849,465,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-21,43,34.1428566,508,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-22,62,38.2857132,570,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-23,57,42.7142868,627,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-24,50,45.1428566,677,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-25,55,49.1428566,732,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-26,66,53.42856979,798,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-27,95,61.1428566,893,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-28,90,67.85713959,983,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-29,78,70.14286041,1061,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-06-30,115,78.42857361,1176,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-01,138,91,1314,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-02,127,101.2857132,1441,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-03,132,110.7142868,1573,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-04,163,120.4285736,1736,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-05,184,133.8571472,1920,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-06,179,148.2857208,2099,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-07,183,158,2282,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-08,245,173.2857208,2527,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-09,192,182.5714264,2719,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-10,221,195.2857208,2940,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-11,347,221.5714264,3287,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-12,237,229.1428528,3524,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-13,276,243,3800,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-14,303,260.1428528,4103,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-15,352,275.4285583,4455,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-16,256,284.5714417,4711,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-17,250,288.7142944,4961,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-18,412,298,5373,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-19,327,310.8571472,5700,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-20,369,324.1428528,6069,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-21,333,328.4285583,6402,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-22,353,328.5714417,6755,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-23,308,336,7063,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-24,325,346.7142944,7388,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-25,520,362.1428528,7908,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-26,406,373.4285583,8314,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-27,464,387,8778,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-28,438,402,9216,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-29,458,417,9674,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-30,372,426.1428528,10046,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-07-31,358,430.8571472,10404,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-01,645,448.7142944,11049,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-02,476,458.7142944,11525,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-03,447,456.2857056,11972,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-04,446,457.4285583,12418,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-05,489,461.8571472,12907,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-06,387,464,13294,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-07,350,462.8571472,13644,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-08,507,443.1428528,14151,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-09,416,434.5714417,14567,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-10,471,438,15038,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-11,409,432.7142944,15447,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-12,404,420.5714417,15851,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-13,354,415.8571472,16205,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-14,310,410.1428528,16515,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-15,475,405.5714417,16990,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-16,327,392.8571472,17317,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-17,344,374.7142944,17661,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-18,403,373.8571472,18064,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-19,399,373.1428528,18463,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-20,342,371.4285583,18805,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-21,276,366.5714417,19081,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-22,352,349,19433,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-23,360,353.7142944,19793,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-24,306,348.2857056,20099,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-25,317,336,20416,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-26,320,324.7142944,20736,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-27,235,309.4285583,20971,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-28,238,304,21209,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-29,312,298.2857056,21521,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-30,268,285.1428528,21789,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-08-31,226,273.7142944,22015,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-01,340,277,22355,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-02,280,271.2857056,22635,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-03,194,265.4285583,22829,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-04,163,254.7142792,22992,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-05,236,243.8571472,23228,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-06,278,245.2857208,23506,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-07,229,245.7142792,23735,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-08,240,231.4285736,23975,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-09,215,222.1428528,24190,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-10,171,218.8571472,24361,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-11,107,210.8571472,24468,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-12,244,212,24712,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-13,192,199.7142792,24904,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-14,179,192.5714264,25083,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-15,183,184.4285736,25266,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-16,175,178.7142792,25441,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-17,135,173.5714264,25576,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-18,119,175.2857208,25695,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-19,136,159.8571472,25831,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-20,168,156.4285736,25999,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-21,137,150.4285736,26136,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-22,148,145.4285736,26284,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-23,116,137,26400,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-24,86,130,26486,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-25,85,125.1428604,26571,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-26,144,126.2857132,26715,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-27,108,117.7142868,26823,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-28,100,112.4285736,26923,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-29,112,107.2857132,27035,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-09-30,104,105.5714264,27139,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-01,85,105.4285736,27224,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-02,62,102.1428604,27286,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-03,90,94.42857361,27376,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-04,86,91.2857132,27462,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-05,87,89.42857361,27549,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-06,108,88.85713959,27657,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-07,87,86.42857361,27744,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-08,55,82.14286041,27799,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-09,72,83.57142639,27871,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-10,81,82.2857132,27952,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-11,67,79.57142639,28019,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-12,69,77,28088,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-13,68,71.2857132,28156,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-14,68,68.57142639,28224,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-15,47,67.42857361,28271,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-16,45,63.57143021,28316,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-17,61,60.7142868,28377,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-18,55,59,28432,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-19,44,55.42856979,28476,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-20,62,54.57143021,28538,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-21,55,52.7142868,28593,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-22,36,51.1428566,28629,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-23,27,48.57143021,28656,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-24,52,47.2857132,28708,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-25,44,45.7142868,28752,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-26,50,46.57143021,28802,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-27,49,44.7142868,28851,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-28,40,42.57143021,28891,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-29,28,41.42856979,28919,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-30,27,41.42856979,28946,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-10-31,44,40.2857132,28990,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-01,38,39.42856979,29028,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-02,39,37.8571434,29067,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-03,38,36.2857132,29105,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-04,32,35.1428566,29137,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-05,31,35.57143021,29168,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-06,29,35.8571434,29197,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-07,42,35.57143021,29239,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-08,26,33.8571434,29265,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-09,32,32.8571434,29297,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-10,28,31.4285717,29325,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-11,32,31.4285717,29357,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-12,16,29.2857151,29373,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-13,22,28.2857151,29395,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-14,37,27.5714283,29432,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-15,18,26.4285717,29450,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-16,22,25,29472,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-17,13,22.8571434,29485,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-18,31,22.7142849,29516,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-19,19,23.1428566,29535,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-20,19,22.7142849,29554,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-21,24,20.8571434,29578,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-22,18,20.8571434,29596,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-23,18,20.2857151,29614,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-24,17,20.8571434,29631,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-25,13,18.2857151,29644,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-26,15,17.7142849,29659,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-27,9,16.2857151,29668,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-28,21,15.85714245,29689,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-29,16,15.5714283,29705,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-11-30,14,15,29719,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-01,21,15.5714283,29740,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-02,16,16,29756,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-03,8,15,29764,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-04,11,15.28571415,29775,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-05,23,15.5714283,29798,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-06,10,14.71428585,29808,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-07,13,14.5714283,29821,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-08,16,13.85714245,29837,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-09,12,13.28571415,29849,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-10,12,13.85714245,29861,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-11,7,13.28571415,29868,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-12,14,12,29882,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-13,11,12.14285755,29893,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-14,13,12.14285755,29906,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-15,17,12.28571415,29923,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-16,17,13,29940,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-17,8,12.4285717,29948,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-18,8,12.5714283,29956,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-19,16,12.85714245,29972,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-20,12,13,29984,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-21,2,11.4285717,29986,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-22,9,10.28571415,29995,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-23,10,9.285714149,30005,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-24,5,8.857142448,30010,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-25,8,8.857142448,30018,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-26,7,7.571428776,30025,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-27,3,6.285714149,30028,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-28,6,6.857142925,30034,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-29,3,6,30037,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-30,5,5.285714149,30042,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2022-12-31,5,5.285714149,30047,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-01,11,5.714285851,30058,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-02,2,5,30060,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-03,9,5.857142925,30069,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-04,3,5.428571224,30072,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-05,9,6.285714149,30081,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-06,6,6.428571224,30087,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-07,5,6.428571224,30092,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-08,8,6,30100,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-09,7,6.714285851,30107,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-10,10,6.857142925,30117,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
2023-01-11,6,7.285714149,30123,Data as Reported to CDC as of 26 Apr 2023 2:00 PM EDT,2023-05-06
