EpidateDT,CaseCNT,RollingNBR,CumulativeCNT,UpdateDT,ReportDT
2022-06-02,12,6.428571429,80,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-03,6,6.571428571,86,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-04,4,7.142857143,90,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-05,5,7,95,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-06,22,9.428571429,117,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-07,19,11.28571429,136,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-08,12,11.42857143,148,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-09,6,10.57142857,154,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-10,23,13,177,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-11,11,14,188,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-12,26,17,214,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-13,23,17.14285714,237,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-14,26,18.14285714,263,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-15,35,21.42857143,298,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-16,25,24.14285714,323,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-17,31,25.28571429,354,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-18,25,27.28571429,379,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-19,36,28.71428571,415,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-20,39,31,454,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-21,42,33.28571429,496,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-22,62,37.14285714,558,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-23,56,41.57142857,614,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-24,48,44,662,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-25,54,48.14285714,716,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-26,64,52.14285714,780,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-27,93,59.85714286,873,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-28,88,66.42857143,961,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-29,76,68.42857143,1037,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-06-30,112,76.42857143,1149,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-01,136,89,1285,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-02,120,98.42857143,1405,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-03,125,107.1428571,1530,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-04,157,116.2857143,1687,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-05,185,130.1428571,1872,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-06,169,143.4285714,2041,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-07,182,153.4285714,2223,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-08,243,168.7142857,2466,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-09,189,178.5714286,2655,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-10,212,191,2867,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-11,347,218.1428571,3214,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-12,228,224.2857143,3442,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-13,267,238.2857143,3709,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-14,293,254.1428571,4002,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-15,347,269,4349,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-16,253,278.1428571,4602,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-17,242,282.4285714,4844,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-18,385,287.8571429,5229,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-19,326,301.8571429,5555,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-20,355,314.4285714,5910,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-21,335,320.4285714,6245,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-22,363,322.7142857,6608,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-23,298,329.1428571,6906,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-24,306,338.2857143,7212,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-25,525,358.2857143,7737,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-26,402,369.1428571,8139,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-27,460,384.1428571,8599,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-28,427,397.2857143,9026,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-29,458,410.8571429,9484,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-30,367,420.7142857,9851,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-07-31,348,426.7142857,10199,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-01,635,442.4285714,10834,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-02,479,453.4285714,11313,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-03,460,453.4285714,11773,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-04,450,456.7142857,12223,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-05,494,461.8571429,12717,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-06,371,462.4285714,13088,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-07,320,458.4285714,13408,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-08,524,442.5714286,13932,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-09,429,435.4285714,14361,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-10,487,439.2857143,14848,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-11,416,434.4285714,15264,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-12,423,424.2857143,15687,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-13,353,421.7142857,16040,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-14,303,419.2857143,16343,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-15,502,416.1428571,16845,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-16,345,404.1428571,17190,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-17,348,384.2857143,17538,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-18,385,379.8571429,17923,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-19,412,378.2857143,18335,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-20,328,374.7142857,18663,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-21,268,369.7142857,18931,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-22,383,352.7142857,19314,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-23,376,357.1428571,19690,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-24,314,352.2857143,20004,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-25,314,342.1428571,20318,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-26,333,330.8571429,20651,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-27,226,316.2857143,20877,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-28,224,310,21101,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-29,321,301.1428571,21422,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-30,280,287.4285714,21702,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-08-31,236,276.2857143,21938,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-01,338,279.7142857,22276,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-02,291,273.7142857,22567,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-03,189,268.4285714,22756,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-04,150,257.8571429,22906,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-05,225,244.1428571,23131,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-06,290,245.5714286,23421,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-07,238,245.8571429,23659,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-08,225,229.7142857,23884,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-09,220,219.5714286,24104,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-10,160,215.4285714,24264,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-11,100,208.2857143,24364,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-12,243,210.8571429,24607,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-13,198,197.7142857,24805,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-14,172,188.2857143,24977,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-15,188,183,25165,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-16,180,177.2857143,25345,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-17,134,173.5714286,25479,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-18,118,176.1428571,25597,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-19,146,162.2857143,25743,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-20,180,159.7142857,25923,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-21,152,156.8571429,26075,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-22,151,151.5714286,26226,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-23,137,145.4285714,26363,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-24,82,138,26445,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-25,81,132.7142857,26526,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-26,148,133,26674,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-27,115,123.7142857,26789,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-28,91,115,26880,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-29,124,111.1428571,27004,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-09-30,119,108.5714286,27123,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-01,81,108.4285714,27204,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-02,62,105.7142857,27266,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-03,102,99.14285714,27368,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-04,82,94.42857143,27450,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-05,91,94.42857143,27541,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-06,112,92.71428571,27653,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-07,86,88,27739,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-08,51,83.71428571,27790,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-09,64,84,27854,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-10,90,82.28571429,27944,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-11,79,81.85714286,28023,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-12,69,78.71428571,28092,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-13,82,74.42857143,28174,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-14,63,71.14285714,28237,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-15,48,70.71428571,28285,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-16,42,67.57142857,28327,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-17,67,64.28571429,28394,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-18,55,60.85714286,28449,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-19,54,58.71428571,28503,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-20,68,56.71428571,28571,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-21,50,54.85714286,28621,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-22,28,52,28649,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-23,25,49.57142857,28674,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-24,49,47,28723,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-25,36,44.28571429,28759,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-26,56,44.57142857,28815,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-27,53,42.42857143,28868,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-28,47,42,28915,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-29,24,41.42857143,28939,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-30,21,40.85714286,28960,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-10-31,47,40.57142857,29007,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-01,38,40.85714286,29045,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-02,40,38.57142857,29085,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-03,37,36.28571429,29122,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-04,30,33.85714286,29152,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-05,29,34.57142857,29181,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-06,23,34.85714286,29204,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-07,39,33.71428571,29243,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-08,30,32.57142857,29273,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-09,35,31.85714286,29308,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-10,24,30,29332,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-11,26,29.42857143,29358,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-12,10,26.71428571,29368,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-13,13,25.28571429,29381,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-14,38,25.14285714,29419,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-15,19,23.57142857,29438,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-16,24,22,29462,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-17,11,20.14285714,29473,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-18,27,20.28571429,29500,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-19,11,20.42857143,29511,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-20,8,19.71428571,29519,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-21,14,16.28571429,29533,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-22,12,15.28571429,29545,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-23,16,14.14285714,29561,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-24,5,13.28571429,29566,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-25,2,9.714285714,29568,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-26,7,9.142857143,29575,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-27,3,8.428571429,29578,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-28,9,7.714285714,29587,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-29,8,7.142857143,29595,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-11-30,17,7.285714286,29612,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-12-01,18,9.142857143,29630,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-12-02,8,10,29638,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-12-03,2,9.285714286,29640,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-12-04,3,9.285714286,29643,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-12-05,11,9.571428571,29654,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-12-06,0,8.428571429,29654,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
2022-12-07,0,6,29654,Data as Reported to CDC as of 07 Dec 2022 2:00 PM EDT,2022-12-11
